id,latitude,longitude
17520,-10.93941341,-37.06330753
13164,-10.92807512,-37.04331685
8853,-10.91878619,-37.04662497
18808,-10.94525577,-37.07515932
10592,-10.93405834,-37.0751664
1502,-10.91796167,-37.051665
330,-10.91957646,-37.08678353
13517,-10.92491221,-37.10470015
10680,-10.93956878,-37.08283407
4775,-10.91869273,-37.06772156
17339,-10.93208512,-37.05807585
3929,-10.49073744,-36.56894932
148,-10.9616459,-37.069179
18642,-10.96759395,-37.05950879
3051,-10.925664999999999,-37.10329833
16931,-10.9214602,-37.100459
16966,-10.96373984,-37.04244946
12575,-10.95260996,-37.05772359
16677,-10.94862483,-37.06471452
6488,-10.909584599999999,-37.04780452
18414,-10.90357442,-37.0772447
9657,-10.94980353,-37.07160879
10990,-10.94306279,-37.04794147
5617,-10.93036988,-37.06079108
13100,-10.97929989,-37.04452884
7416,-27.29681178,-48.63138165
9974,-10.89715,-37.07969833
17305,-10.93406377,-37.05346368
14685,-10.89686294,-37.05354465
18508,-10.83471067,-37.06787642
727,-10.91143227,-37.05271666
11027,-10.94217636,-37.049061
15306,-10.90499838,-37.060871899999995
1252,-10.91539379,-37.05279944
9269,-10.91196802,-37.04776883
18053,-10.91876231,-37.07035311
19200,-10.94290864,-37.07728286
9483,-10.90895492,-37.04804416
1392,-10.90810667,-37.05173333
6147,-10.98282213,-37.05513363
5070,-10.90776883,-37.07326307
13578,-10.91865639,-37.0685254
10243,-10.89710667,-37.07973
9687,-10.89709833,-37.07969
3817,-10.45947453,-36.5228548
19271,-10.94268519,-37.08290405
7214,-10.9176097,-37.0991841
4058,-10.34835135,-36.77930514
6767,-10.89705685,-37.05775308
5433,-10.90776114,-37.09055038
9646,-10.94980506,-37.07160715
11385,-10.97580667,-37.04705333
10081,-10.89709333,-37.07970833
10715,-10.94354958,-37.08655163
3902,-10.39031487,-36.72354216
12520,-10.93619607,-37.05056547
10893,-10.94120926,-37.05946102
11775,-10.96763,-37.04173833
6335,-10.94156222,-37.05067508
10901,-10.94062398,-37.05822958
6058,-10.94311709,-37.05127398
6733,-10.902256800000002,-37.02975687
10194,-10.897135,-37.07962333
11980,-10.9242945,-37.04439844
13853,-10.91584333,-37.08783506
6228,-10.98631486,-37.06614028
6839,-10.91272204,-37.05752197
6777,-10.90085748,-37.05636098
7087,-10.90690285,-37.05752157
629,-10.91024523,-37.06806038
9168,-10.94422053,-37.05151844
14116,-11.01096283,-37.0872305
16454,-10.94518253,-37.04854459
2759,-10.914225,-37.08876667
16509,-10.9872898,-37.05152412
5177,-10.90912381,-37.08089971
7613,-10.89684645,-37.0536093
3159,-10.91003852,-37.06863121
1997,-10.97568,-37.04733667
692,-10.90766085,-37.07319762
6757,-10.89603214,-37.053626200000004
7607,-10.89685371,-37.05353246
18724,-10.94415877,-37.07606037
17775,-10.94423741,-37.06863571
6088,-10.9546446,-37.05303772
4519,-10.34915921,-36.78724972
19269,-10.94308326,-37.08449479
1260,-10.91773169,-37.0528582
9123,-10.95271715,-37.05767756
17144,-10.97982046,-37.06590987
5047,-10.90761881,-37.07315654
9407,-10.89611667,-37.05296392
2736,-10.94902667,-37.07414833
8960,-10.95455682,-37.05304224
2756,-10.914225,-37.08876667
18266,-10.92278196,-37.04734347
9511,-10.92350816,-37.04470448
16129,-10.93083639,-37.04673843
1472,-10.91215167,-37.05273833
5848,-10.90366,-37.05435948
5244,-10.90493773,-37.06060923
13206,-10.95634955,-37.04537697
13156,-10.93273956,-37.04878036
17397,-10.93199673,-37.05827182
4853,-10.92271163,-37.09555123
9871,-10.89713,-37.079685
18704,-10.95581651,-37.05337069
7375,-27.32097215,-48.62768773
17418,-10.93218665,-37.05868048
4593,-10.37817798,-36.84143238
10167,-10.89709667,-37.07974667
16145,-10.93499496,-37.05021467
5487,-10.93754135,-37.082455700000004
12798,-10.89689515,-37.05332973
3701,-10.42931737,-36.67189178
15613,-10.90787054,-37.07300473
18726,-10.9419177,-37.0776431
18698,-10.96164762,-37.0546255
15935,-10.88356452,-37.00161141
14232,-10.97265988,-37.06910469
5214,-10.89744528,-37.06155455
16673,-10.94835517,-37.06479936
9613,-10.95200324,-37.06109387
1259,-10.91773206,-37.05286124
6658,-10.90466144,-37.05376797
579,-10.94414457,-37.05185149
3170,-10.90982927,-37.07035863
11960,-10.91802794,-37.04695414
5410,-10.908178900000001,-37.08604445
2371,-10.91495333,-37.08899333
14223,-10.9785635,-37.06805835
11758,-10.96383667,-37.04225667
17558,-10.96378459,-37.06887621
13555,-10.92661819,-37.10230957
13208,-10.963417100000001,-37.04233547
17145,-10.97950361,-37.06634022
4127,-10.46419593,-36.63884479
11402,-10.97580667,-37.04705333
18747,-10.94287413,-37.08377443
8671,-10.89631141,-37.05332775
14360,-10.93721583,-37.08255616
13455,-10.91774549,-37.05613647
8794,-10.90418333,-37.04852037
3640,-10.44871591,-36.64272289
19486,-10.95902109,-37.05438746
5406,-10.90769264,-37.08581470000001
16344,-10.93933678,-37.0601556
14415,-10.92508863,-37.08045791
14443,-10.92165073,-37.08232628
1475,-10.91279833,-37.05271833
3316,-10.90781406,-37.072993100000005
806,-10.91859068,-37.06408679
782,-10.91842443,-37.054471500000005
18445,-10.90357857,-37.0761904
14723,-10.91855097,-37.0546007
15704,-10.91859342,-37.0642696
1910,-10.944065,-37.04698833
19078,-10.94340131,-37.08891325
2370,-10.91404833,-37.08921333
11044,-10.94648715,-37.04670222
6593,-10.89642619,-37.05375229
16326,-10.93759863,-37.06356933
17692,-10.9440046,-37.06840831
303,-10.9182579,-37.07365122
4013,-10.49459275,-36.60820838
16211,-10.97688807,-37.05370315
9402,-10.89628625,-37.0533315
12767,-10.89685007,-37.053507
14354,-10.93980726,-37.08034146
3797,-10.41372569,-36.69878395
3695,-10.43041232,-36.66977424
17112,-10.91857806,-37.05920707
2139,-10.98179333,-37.049395000000004
6377,-10.94549765,-37.04634277
4656,-10.38542693,-36.8846869
5570,-10.94101613,-37.06553673
6292,-10.97085623,-37.05376346
11933,-10.91056265,-37.04803685
12604,-10.94951341,-37.07153695
7027,-10.92296912,-37.0573295
2815,-10.92043667,-37.08975167
9603,-10.95483772,-37.05344225
1178,-10.90639338,-37.0717877
17687,-10.94389486,-37.06856073
9601,-10.95465304,-37.05307221
11433,-10.922715,-37.04744333
11,-10.93934291,-37.0600867
15578,-10.90462177,-37.06517308
4379,-10.41264942,-36.69981771
9277,-10.90931292,-37.04780861
6549,-10.8968939,-37.05711396
3944,-10.37501603,-36.7385231
3985,-10.4982658,-36.59423308
8780,-10.90409781,-37.050417100000004
10353,-10.91042361,-37.06646369
1505,-10.91849667,-37.05166833
8718,-10.89663432,-37.05340093
4497,-10.35113775,-36.76692783
15460,-10.85755453,-37.05841086
11199,-10.93935292,-37.05064993
12212,-10.9214319,-37.04546334
4965,-10.90581971,-37.06542344
6216,-10.9880353,-37.07232209
18202,-10.9757809,-37.04699594
10024,-10.89709333,-37.07970833
11081,-10.94353779,-37.04721773
6977,-10.9469778,-37.07088307
18999,-10.94963077,-37.07066546
10315,-10.90644566,-37.06144472
13255,-10.94336689,-37.04775356
17953,-10.91772488,-37.06668157
13131,-10.94803313,-37.04538986
17615,-10.95070177,-37.06651592
14188,-10.99343052,-37.06305488
17117,-10.91863846,-37.05826412
11134,-10.93029508,-37.04602363
8819,-10.90934486,-37.04801046
14892,-10.946297,-37.04556052
4327,-10.38458889,-36.87524546
12786,-10.89686731,-37.05350938
4649,-10.38488062,-36.87863839999999
13816,-10.94218275,-37.07808025
16424,-10.94513196,-37.04847524
6993,-10.94255015,-37.06739959
15357,-10.90773658,-37.07303379
2390,-10.91801,-37.08582
17320,-10.93363523,-37.05458283
36,-10.94349345,-37.05399063
11505,-10.922715,-37.04712333
10306,-10.90464954,-37.06050143
17758,-10.94423757,-37.06863605
13731,-10.97166009,-37.08358656
13118,-10.9669229,-37.04128277
12951,-10.91728016,-37.06502682
10912,-10.94174688,-37.05723144
6468,-10.91049456,-37.04783129
12179,-10.93785363,-37.05054444
13950,-10.89639874,-37.07943884
6253,-10.98517943,-37.0554794
323,-10.91841839,-37.07871173
15666,-10.91837447,-37.04756210000001
12540,-10.95259691,-37.0521831
12389,-10.89959176,-37.05060865
7538,-10.89679725,-37.05358682
4086,-10.35100364,-36.79138434
14665,-10.89686019,-37.05354613
17163,-10.97255926,-37.06902574
1189,-10.90849121,-37.07251041
4459,-10.37067905,-36.74285386
5200,-10.90827396,-37.08658708
16234,-10.99099128,-37.06154905
4908,-10.89804936,-37.06052958
14858,-10.96933511,-37.05860129
4028,-10.35186265,-36.76542565
10295,-10.90302334,-37.0575792
17545,-10.96999318,-37.06692273
10965,-10.94246148,-37.05095257
12760,-10.89684432,-37.05350293
3329,-10.90761138,-37.07311588
11178,-10.91861912,-37.04663695
1694,-10.921,-37.05164833
5666,-10.91252709,-37.05743145
9614,-10.95187809,-37.06185469
1405,-10.90802333,-37.05175833
11339,-10.90063236,-37.05272753
6202,-10.98801914,-37.07232814
13678,-10.92891005,-37.08112846
19512,-10.95166139,-37.06311658
19249,-10.94366929,-37.08863545
16847,-10.92396954,-37.08068765
10643,-10.93762646,-37.08229541
6132,-10.98293633,-37.05408188
17952,-10.91814675,-37.06680807
16433,-10.94517645,-37.04852587
2382,-10.9174,-37.08736833
4053,-10.48521163,-36.62203165
9962,-10.897115,-37.079745
7201,-10.928883099999998,-37.083205
17403,-10.9307872,-37.06053828
18098,-10.91677346,-37.04728187
18525,-10.83467202,-37.06754346
5017,-10.9075945,-37.07307496
18946,-10.94397515,-37.08932822
567,-10.94380113,-37.05243689
15274,-10.89708462,-37.05775368
2855,-10.923405,-37.10518667
16569,-10.96828182,-37.06557048
11937,-10.91200157,-37.04804346
9604,-10.9543681,-37.0543386
9001,-10.94823743,-37.07230699
14635,-10.896859,-37.05355063
16070,-10.9078023,-37.04807648
11171,-10.94131328,-37.05007376
12830,-10.89692781,-37.05739169
5303,-10.9077618,-37.07321398
11917,-10.90652602,-37.04828555
9089,-10.95263234,-37.05837552
19013,-10.95702316,-37.06949269
15295,-10.90061773,-37.0601808
18690,-10.97025278,-37.05368955
16818,-10.92722742,-37.08047479
17251,-10.9334463,-37.05313888
3966,-10.36692064,-36.74656075
14743,-10.91845131,-37.04761147
15789,-10.93065397,-37.04653977
16244,-10.99640205,-37.06586051
1895,-10.94032333,-37.05095
5709,-10.903089300000001,-37.05800024
11194,-10.91646829,-37.0473954
13751,-10.9792311,-37.06684462
10724,-10.94295263,-37.08518671
15425,-10.85117857,-37.06974273
2641,-10.92602,-37.10375167
718,-10.90888031,-37.05238124
16118,-10.9281678,-37.04341199
13089,-10.97462055,-37.04308332
17281,-10.933716,-37.05327718
2795,-10.91989833,-37.08747833
19418,-10.96941499,-37.05855229
11394,-10.97580667,-37.04705333
19172,-10.94338984,-37.06853052
2732,-10.948735000000001,-37.07402667
12183,-10.93479006,-37.04998438
3569,-10.48804357,-36.62170928
2313,-10.95382833,-37.07626833
4364,-10.41470283,-36.69669575
16549,-10.97783336,-37.06972773
4725,-10.91833821,-37.04937453
12863,-10.90318115,-37.05466438
5722,-10.89991843,-37.05899098
5887,-10.90596298,-37.05761096
3357,-10.90768523,-37.07327668
8970,-10.95419811,-37.05455038
4583,-10.38013882,-36.83364576
5814,-10.89762288,-37.0582299
3668,-10.4398302,-36.65979947
15380,-10.87022048,-37.05421454
4740,-10.91839339,-37.05386023
5175,-10.909043800000001,-37.080816999999996
881,-10.92128902,-37.10063571
3598,-10.46809965,-36.63266487
19242,-10.94475989,-37.08905948
10981,-10.94139567,-37.0505303
926,-10.91065149,-37.0638275
17971,-10.91537038,-37.06691767
15758,-10.92220777,-37.09355055
9416,-10.89526338,-37.05127743
16216,-10.98010741,-37.05343289
4771,-10.91854919,-37.06559617
17283,-10.93371618,-37.05327763
12677,-10.89688617,-37.05356305
1501,-10.917795,-37.05165667
734,-10.91287302,-37.05276819
6627,-10.902706599999998,-37.0549974
16488,-10.99443004,-37.05370481
4094,-10.47000243,-36.629155600000004
11491,-10.92274167,-37.04728833
19422,-10.96909358,-37.05902084
5850,-10.90374259,-37.05430034
11525,-10.92264833,-37.04720333
92,-10.93944232,-37.06256992
19531,-10.94279297,-37.07737438
9635,-10.94979626,-37.07154183
6169,-10.98620019,-37.06374801
3863,-10.47291119,-36.5392414
12470,-10.92571353,-37.04392465
9655,-10.94980396,-37.07160742
19491,-10.95541441,-37.05317513
949,-10.90316524,-37.05984431
4192,-10.38116409,-36.82760425
11925,-10.90847615,-37.04817889
14654,-10.89685888,-37.05354714
7536,-10.89679661,-37.05358699
11920,-10.90723583,-37.04825942
856,-10.91845452,-37.07862479
9379,-10.89671281,-37.05357854
10102,-10.897125,-37.07968167
15842,-10.95431128,-37.0528837
10415,-10.93053572,-37.07387883
5449,-10.91451706,-37.088885499999996
2776,-10.91720167,-37.08781167
17174,-10.96733201,-37.0649709
14289,-10.95592234,-37.06942325
941,-10.90580368,-37.06088867
12959,-10.97589705,-37.04715803
13344,-10.96720888,-37.04291744
16780,-10.93432687,-37.08294877
11095,-10.94116071,-37.05018986
11064,-10.94777813,-37.04566794
321,-10.91859487,-37.07820678
206,-10.9044166,-37.048209
3690,-10.45476836,-36.49573189
11844,-10.89671529,-37.05339405
3235,-10.90950176,-37.07060943
12298,-10.89678625,-37.05339188
18661,-10.96984246,-37.05920665
12126,-10.94935119,-37.05791772
14499,-10.90878575,-37.091137100000005
9348,-10.89675354,-37.05335453
6074,-10.95341433,-37.05241477
14336,-10.94373604,-37.07648595
4535,-10.35520642,-36.79931882
17624,-10.95031566,-37.06615971
12157,-10.94302576,-37.05100395
6516,-10.90307371,-37.05187337
10888,-10.94234503,-37.06592771
13643,-10.92614236,-37.10254778
8940,-10.95455689,-37.05300174
15741,-10.91938662,-37.0862093
11300,-10.91159389,-37.04777083
19139,-10.94371767,-37.06844989
1373,-10.90521667,-37.05319167
1862,-10.934944999999999,-37.050470000000004
289,-10.91864985,-37.06846654
10804,-10.94280138,-37.08330574
54,-10.94169743,-37.05070298
2297,-10.97968,-37.065575
11066,-10.94783179,-37.04552877
6844,-10.91386647,-37.05742901
1943,-10.95875,-37.04432
14393,-10.92710053,-37.0804761
13635,-10.92582533,-37.10380848
100,-10.93889765,-37.06105771
5405,-10.90772872,-37.0858016
4818,-10.91877317,-37.0844055
11977,-10.92438017,-37.04440151
9340,-10.89675201,-37.05334931
10444,-10.9419038,-37.07802463
9828,-10.897089999999999,-37.07970667
12618,-10.8973852,-37.062071200000005
15012,-10.94190589,-37.05974151
15478,-10.87050029,-37.05428303
9897,-10.89712,-37.07967
13586,-10.91834514,-37.07405027
19378,-10.955252999999999,-37.0534929
15603,-10.90760566,-37.07195547
9500,-10.91832878,-37.04683441
2097,-10.982014999999999,-37.05298
8710,-10.89671996,-37.05343073
11005,-10.94246148,-37.05095257
6736,-10.90362773,-37.02813843
14722,-10.91857526,-37.05548727
14869,-10.96804676,-37.04149289
11100,-10.94744779,-37.04595356
17386,-10.93239446,-37.05717097
15078,-10.92283888,-37.04736279
13616,-10.92240067,-37.105188899999995
6114,-10.974062599999998,-37.05387162
7443,-10.9285836,-37.066998299999995
252,-10.91850858,-37.05446375
2730,-10.94792333,-37.07319333
1726,-10.92279167,-37.05172167
10839,-10.94452955,-37.06961503
5796,-10.89627845,-37.05421989
17528,-10.29286322,-36.60631231
9530,-10.93083021,-37.04695778
6331,-10.94403602,-37.05101157
17627,-10.9502734,-37.06625593
13005,-10.97584049,-37.04717116
106,-10.94044568,-37.05899324
1890,-10.94022,-37.05097333
14285,-10.95657312,-37.06937921
3388,-10.45571962,-36.49610868
19043,-10.97239614,-37.06767199
17265,-10.93344059,-37.0531199
10372,-10.91447128,-37.06796722
17788,-10.94423675,-37.06863427
803,-10.91859661,-37.06049115
13782,-10.97060151,-37.05417579
5607,-10.93437962,-37.06237879
13280,-10.96722437,-37.04297287
9319,-10.9006932,-37.05285327
15780,-10.92850483,-37.04377516
12457,-10.9206891,-37.04591255
11754,-10.96096,-37.04327667
19475,-10.96949123,-37.05355617
4090,-10.35192469,-36.7931398
18664,-10.97043993,-37.05706132
4248,-10.38027095,-36.84965298
3176,-10.90940416,-37.07103398
1740,-10.92321667,-37.048355
5167,-10.90736382,-37.08060631
16889,-10.92037213,-37.08974679
11759,-10.96469,-37.04225667
13636,-10.92592645,-37.10368716
3851,-10.47037533,-36.53502733
867,-10.92030583,-37.08884993
12899,-10.90764498,-37.06210186
18376,-10.90309458,-37.05417821
636,-10.90969177,-37.07241256
13923,-10.9002954,-37.0769635
11803,-10.97335667,-37.04272333
16069,-10.90780708,-37.048072999999995
3579,-10.47900948,-36.62274862
7073,-10.90840255,-37.05756129
12801,-10.89688058,-37.05333512
12388,-10.899374900000002,-37.05065346
9081,-10.95260847,-37.05850073
18770,-10.94381781,-37.08861661
5556,-10.94372848,-37.0687266
6075,-10.953975400000001,-37.05272981
15859,-10.97548302,-37.05373248
3914,-10.48689363,-36.56256882
4486,-10.35519916,-36.75841388
11225,-10.93072681,-37.04655567
17892,-10.91895669,-37.08333716
4351,-10.41702457,-36.69358645
9290,-10.90376748,-37.04812197
9971,-10.897045,-37.07979167
13954,-10.89639863,-37.07943903
3793,-10.41417634,-36.69794314
13809,-10.96823907,-37.06062955
952,-10.90299615,-37.05909411
4529,-10.35300831,-36.7952118
12611,-10.94974811,-37.07165307
16130,-10.93092682,-37.04686951
17709,-10.9442411,-37.06864322
16669,-10.94782114,-37.06542133
5322,-10.90771621,-37.07303244
17809,-10.92490313,-37.10369957
16317,-10.93743683,-37.06375588
300,-10.91805938,-37.07302097
2153,-10.97809667,-37.04771333
1168,-10.90520452,-37.07062292
9318,-10.90101671,-37.05280503
5762,-10.89711966,-37.05345642
17414,-10.93179658,-37.05888368
11020,-10.9417312,-37.05074434
17133,-10.98250287,-37.0604824
11958,-10.91792529,-37.04704586
13477,-10.91840256,-37.07293417
6884,-10.9261587,-37.05807381
16114,-10.92404894,-37.04450543
6398,-10.94813379,-37.04521878
1473,-10.912410000000001,-37.05274667
17744,-10.94423772,-37.06863671
4231,-10.44249297,-36.6553726
12010,-10.93670155,-37.05061706
16856,-10.92034088,-37.08340809
7253,-10.928883099999998,-37.083205
15215,-10.8707478,-37.05413894
5925,-10.91273711,-37.05522294
11007,-10.94225794,-37.05090337
18889,-10.95672419,-37.06933026
5084,-10.90779535,-37.07328394
17804,-10.92487487,-37.10366993
12745,-10.8967802,-37.05344259
10552,-10.92213757,-37.07076817
16616,-10.95695239,-37.06935694
3759,-10.42048122,-36.69020445
7206,-10.9104884,-37.0931939
11841,-10.89670733,-37.05340297
17259,-10.93343926,-37.05311914
10801,-10.94315079,-37.07727168
11411,-10.97580667,-37.04705333
1407,-10.90802333,-37.05175833
18887,-10.95889078,-37.06924242
6278,-10.981088699999999,-37.05292871
4627,-10.38363006,-36.86401437
4924,-10.89748508,-37.06158833
15075,-10.92283908,-37.04736185
7434,-27.2873461,-48.6308521
17038,-10.91896833,-37.08422213
9244,-10.91956277,-37.04622799
3091,-10.9029141,-37.05494191
3295,-10.90674319,-37.07069864
16051,-10.90597505,-37.04819023
18591,-10.96058851,-37.05493759
8953,-10.95454477,-37.05303835
9330,-10.89742321,-37.05313119
10580,-10.93200233,-37.07441164
17092,-10.91874309,-37.07005001
4239,-10.44090329,-36.65842259
6550,-10.89697068,-37.05744322
14381,-10.92974279,-37.08147366
4673,-10.9088832,-37.05223326
16479,-10.94517957,-37.04854599
3414,-10.44250383,-36.49733943
17223,-10.93856013,-37.05553394
17858,-10.92290405,-37.0953946
13840,-10.92462727,-37.08052626
14358,-10.93817605,-37.08192953
14534,-10.96683672,-37.04124461
14154,-11.01340486,-37.08344105
15772,-10.92671348,-37.04362063
2798,-10.92000167,-37.08788833
12352,-10.89661397,-37.05345297
2043,-10.96963667,-37.05841167
16087,-10.91131419,-37.0479591
17330,-10.93208899,-37.05806908
6914,-10.93946496,-37.06403517
2138,-10.9822,-37.04947667
17938,-10.91880579,-37.06959642
11059,-10.94777982,-37.04569405
13514,-10.92397193,-37.10499617
16911,-10.92218648,-37.09363371
732,-10.91241363,-37.0526976
13401,-10.96497731,-37.04229824
6370,-10.94416128,-37.04727107
17630,-10.95069771,-37.06777144
15402,-10.85522604,-37.05920255
15171,-10.85162052,-37.06752066
4925,-10.89743247,-37.06147908
10711,-10.94063406,-37.08568498
6831,-10.91003976,-37.05755471
18038,-10.91865269,-37.0775175
16272,-11.01072233,-37.08719288
17980,-10.91482571,-37.06718945
18960,-10.94372014,-37.08872623
8783,-10.90422861,-37.04960231
12135,-10.9432931,-37.05617299
18213,-10.97578547,-37.04700373
2310,-10.95844333,-37.07676833
3069,-10.89757919,-37.05837197
4461,-10.36909874,-36.74440746
12326,-10.89667811,-37.05339301
12209,-10.92349663,-37.04436151
15824,-10.94359184,-37.0511922
19256,-10.94363737,-37.0893003
18481,-10.90323742,-37.04914053
11184,-10.91861876,-37.04663838
9599,-10.95465225,-37.053073
14736,-10.91844862,-37.0496471
15524,-10.89473144,-37.05280759
5753,-10.89727127,-37.05347665
5412,-10.90835044,-37.08628076
11312,-10.90763792,-37.0480572
5650,-10.9184397,-37.05736346
14980,-10.94320573,-37.06115915
18608,-10.96782048,-37.05351516
12917,-10.91021067,-37.06382699
9129,-10.95274562,-37.05765089
5760,-10.89717606,-37.05345021
3219,-10.90971706,-37.07029076
14763,-10.89685665,-37.0535124
6802,-10.90438941,-37.05698726
12262,-10.90245442,-37.0500469
3132,-10.91019662,-37.06650918
13004,-10.97584075,-37.0471709
10235,-10.89711167,-37.07973167
6881,-10.92615762,-37.05805919
15134,-10.85635126,-37.05825013
5086,-10.90779809,-37.07328453
5612,-10.93263061,-37.06161209
1640,-10.91070167,-37.05266333
15813,-10.94117948,-37.05104728
14260,-10.96075089,-37.06907936
5652,-10.91758525,-37.05735991
5743,-10.89713009,-37.06154035
11395,-10.97580667,-37.04705333
17806,-10.92489332,-37.10369244
346,-10.92144481,-37.09995651
15095,-10.92284376,-37.047400700000004
13197,-10.94539384,-37.046201399999994
17704,-10.94423845,-37.06864417
13763,-10.98328815,-37.05674019
6623,-10.90269479,-37.0550024
16796,-10.93205819,-37.08229304
6644,-10.90597698,-37.05392415
181,-10.97318196,-37.06824471
4004,-10.355697099999999,-36.75736133
16192,-10.96135675,-37.05479571
17280,-10.93372012,-37.05327414
13317,-10.93366675,-37.04949094
14883,-10.95517553,-37.04467256
2620,-10.92644833,-37.10198667
13781,-10.97067294,-37.05379517
19079,-10.94337439,-37.08902362
11899,-10.90215108,-37.05039728
575,-10.94388625,-37.05272224
13662,-10.92661819,-37.10230957
11538,-10.922605,-37.04722
18538,-10.94346497,-37.08894063
7341,-27.34096088,-48.62754775
2234,-10.91879667,-37.08561833
13410,-10.96733807,-37.04341047
3590,-10.47133548,-36.62669917
12289,-10.89760795,-37.05269294
8725,-10.89609127,-37.05269169
829,-10.91863365,-37.07076375
17991,-10.91475692,-37.06713253
2106,-10.98320667,-37.0531
14442,-10.92164821,-37.08232483
14585,-10.91830544,-37.07387401
11544,-10.92269167,-37.04728
10527,-10.91091363,-37.06697302
583,-10.94639802,-37.05111179
4141,-10.46195138,-36.63923041
14643,-10.89685906,-37.05354831
5531,-10.94693879,-37.07144081
5585,-10.93932963,-37.06376274
18134,-10.96771799,-37.04176964
160,-10.9687186,-37.06599832
11667,-10.93051333,-37.04682833
15116,-10.87022048,-37.05421454
15142,-10.85466314,-37.06087582
10773,-10.94596096,-37.08918536
10019,-10.89709333,-37.07970833
16689,-10.94933954,-37.07075219
19392,-10.96071161,-37.05497228
17821,-10.92403614,-37.10302186
14394,-10.92708931,-37.08047021
15505,-10.88256649,-37.04847289
16153,-10.93912084,-37.05083787
2308,-10.960595,-37.07701667
10657,-10.93269129,-37.08257372
1202,-10.90773948,-37.07307667
18615,-10.96992705,-37.05378965
8923,-10.94406465,-37.0510941
13700,-10.94536868,-37.07509018
8757,-10.90106656,-37.05036602
11613,-10.92268833,-37.04740167
15776,-10.92750669,-37.0433542
15925,-10.88085971,-36.99824077
13650,-10.92651866,-37.10203124
9127,-10.95274547,-37.0576509
1957,-10.96727167,-37.04318333
10140,-10.897089999999999,-37.07973833
6641,-10.90600865,-37.05341312
9167,-10.94422048,-37.05151845
9224,-10.92956132,-37.04491653
19070,-10.97497226,-37.06783039
9452,-10.90253952,-37.05038255
17669,-10.94380409,-37.06846329
15248,-10.88743425,-37.05110213
6846,-10.91386702,-37.05742903
16315,-10.93728571,-37.06467996
15268,-10.89640815,-37.05515454
3812,-10.41056601,-36.70140979
15500,-10.87972134,-37.04921335
6129,-10.98242213,-37.05394728
14792,-10.8968781,-37.05359933
5875,-10.90527316,-37.05767111
4816,-10.91863132,-37.08159399
10464,-10.90336657,-37.06001159
6715,-10.89565933,-37.03994272
16831,-10.92558737,-37.08035833
6101,-10.96346865,-37.05405006
13154,-10.93371752,-37.04957375
17289,-10.9337161,-37.05327775
1262,-10.91833575,-37.0528786
4115,-10.35649284,-36.80072902
9705,-10.89709333,-37.07970833
5621,-10.928330699999998,-37.05981844
3256,-10.90979673,-37.07107198
15846,-10.957040300000001,-37.05380369
6115,-10.97481112,-37.05383056
1204,-10.90773944,-37.07307627
15980,-10.89901846,-37.03307085
1799,-10.92902667,-37.0446
11162,-10.92191949,-37.04525688
5759,-10.89726926,-37.05345947
9200,-10.93744261,-37.05053132
17548,-10.96912268,-37.06618205
17908,-10.91853578,-37.07587004
4103,-10.3541962,-36.79746309
5893,-10.90596327,-37.05761153
17551,-10.96800036,-37.06529542
14283,-10.95672977,-37.06938764
6870,-10.92095458,-37.05736093
16750,-10.93871454,-37.08145639
3669,-10.43926101,-36.66042013
5708,-10.90310306,-37.05827872
5930,-10.91375847,-37.05515562
14373,-10.93262192,-37.08258862
2831,-10.92125667,-37.09121167
12393,-10.9015713,-37.05030184
30,-10.9424436,-37.05655106
9047,-10.94994878,-37.07021247
15626,-10.90769078,-37.07315911
1271,-10.91846079,-37.056529299999994
6827,-10.90993147,-37.05752628
18091,-10.91848922,-37.04832086
1287,-10.91863583,-37.06331346
9175,-10.94422082,-37.05151897
13321,-10.93365539,-37.04955735
18382,-10.90297148,-37.05840861
11195,-10.94058351,-37.05045166
1678,-10.91756833,-37.05163667
10787,-10.94439297,-37.08770165
3109,-10.90479162,-37.06053969
3209,-10.9097129,-37.07029002
9597,-10.95465224,-37.05307328
13712,-10.94878324,-37.07393433
18993,-10.94493721,-37.07536237
18708,-10.95352779,-37.05552293
5071,-10.90778074,-37.07327006
14982,-10.94338843,-37.06091866
18186,-10.97577807,-37.04699093
7052,-10.91187298,-37.05747068
16697,-10.94835854,-37.07194938
18196,-10.975779699999999,-37.0469935
16533,-10.9828882,-37.0548202
11546,-10.92269167,-37.04728
6729,-10.900994699999998,-37.03124195
3119,-10.90614829,-37.06293203
19297,-10.94469329,-37.06980984
11129,-10.94777636,-37.04565173
6307,-10.96342267,-37.0539167
1443,-10.908375,-37.05258
3755,-10.42106572,-36.6896193
11427,-10.97582,-37.04715333
5040,-10.90786763,-37.07320771
6087,-10.95432289,-37.05291596
10022,-10.89708667,-37.07971833
10360,-10.91091271,-37.0669725
18153,-10.97839322,-37.04751657
18401,-10.90436806,-37.06702305
17024,-10.92275856,-37.09485328
6636,-10.90551551,-37.05299035
6700,-10.89707841,-37.05252889
6177,-10.98728958,-37.06998272
13861,-10.91049662,-37.09042155
6143,-10.98293462,-37.05407951
12138,-10.94322147,-37.05513677
18539,-10.94345749,-37.08894594
10670,-10.93782341,-37.08232168
10626,-10.93762646,-37.08229541
16103,-10.91788797,-37.04699532
8834,-10.91714783,-37.04728111
12295,-10.89732063,-37.05333096
17864,-10.92221352,-37.09327876
19544,-10.94261572,-37.08249426
